fig_num,name,num_parts
fig-008214,"Doctor, Woman, White Torso with Stethoscope and Red Cross, Red Legs, Black Hair (3626a Head)",4
fig-008215,"Man, Black Vest over Red Shirt, Black Legs, Brown Hair",4
fig-008216,"Woman, Blue Torso, Light Gray Legs, Black Hair",4
fig-008217,"Doctor, White Jacket with Red Cross, Red Legs, Black Hair",4
fig-008218,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4
fig-008219,"Woman, Blue Torso with White Arms, Blue Legs, Black Hair",4
fig-008220,"Doctor, White Jacket with Red Cross, White Legs, Brown Hair",4
fig-008221,"Doctor, Woman, White Jacket with Red Cross, White Legs, Black Pigtails",4
fig-008222,"Doctor, White Jacket with Red Cross, White Legs, Red Hat",4
fig-008223,"Doctor, Woman, White Shirt with Pocket and Stethoscope, Blue Legs, Dark Brown Hair, Glasses",4
fig-008224,"Fireman, Black Fire Suit with Gauge and Straps, Black Legs, Dark Red Helmet, Beard",4
fig-008225,"Racer, White and Green Jacket with Octan Logo, Red Legs, White Helmet with Trans-Black Visor",5
fig-008226,"Man, Blue Overalls over White V-Neck Shirt, Dark Brown Hair, Sunglasses",4
fig-008227,"Policewoman, Medium Blue Shirt with Tie and Badge, Black Legs, Reddish Brown Hair",4
fig-008228,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Dark Bluish Gray Hat",4
fig-008229,"Woman, Red Suit, Dark Orange Hair",4
fig-008230,"Woman, Red Swimsuit, White Helmet with Divers Mask",5
fig-008231,"Criminal, Prison Shirt with #86753, Dark Bluish Gray Legs, Black Hat, Backpack, Black Eyemask",5
fig-008232,"Paramedic, Red Jacket, Red Legs, White Helmet with Visor",5
fig-008233,"Firewoman, Orange Safety Vest with Radio, Red Helmet, Yellow Life Vest",5
fig-008234,"Policeman, Dark Bluish Gray Vest with Radio, Badge and Pouches over Medium Blue Shirt, Dark Blue Cap, Yellow Life Vest",5
fig-008235,"Paramedic, Red Jacket, Red Legs, Blue Cap, Stubble",4
fig-008236,"Policeman, Black Jacket with Zipper, Radio, and Badge, White Helmet and Visor, Brown Eyebrows",5
fig-008237,"Criminal, Prison Shirt with #50380, Dark Bluish Gray Legs, Dark Bluish Gray Hat, Backpack, Black Eyemask",5
fig-008238,"Policewoman, Black Vest with Badge and Pouches over Bright Light Blue Shirt, White Helmet with Trans-Black Visor, Neck Bracket",6
fig-008239,"Miner, White Shirt with Tie and Suspenders, Mining Hat, Mutton Chops and Moustache",5
fig-008240,"Construction Worker, Blue Jacket with Orange Stripes, Blue Legs, Black Cap, Beard",4
fig-008241,"Construction Worker, Blue Overalls over Medium Blue Shirt, Red Hard Hat",4
fig-008242,"Miner, Dark Red Flannel Shirt, Dark Tan Legs, Mining Hat, Goatee Beard and Goggles",5
fig-008243,"Miner, Dark Blue Shirt with Harness, Red Cap, Stubble",4
fig-008244,"Construction Worker, Orange Safety Vest with Zipper and Pockets, Orange Legs, Red Hard Hat",4
fig-008245,"Construction Worker, Open Orange Jacket over Blue Shirt with Tie, Red Hard Hat, Beard and Glasses",4
fig-008246,Pigsy,4
fig-008247,Princess Iron Fan,5
fig-008248,Monkie Kid,5
fig-008249,Monkie Kid - Open Mouth,5
fig-008250,Grunt / Roar / Growl / Snort / Bob,6
fig-008251,Sandy,7
fig-008252,Ai,4
fig-008253,Red Son,5
fig-008254,Mei - Helmet,4
fig-008255,Pigsy - Chef Jacket,4
fig-008256,Monkie Kid - Scared,4
fig-008257,Uncle Qiao,4
fig-008258,Lee,4
fig-008259,Mei,4
fig-008260,General Ironclad,8
fig-008261,Jia,4
fig-008262,Monkie King,8
fig-008263,An,4
fig-008264,Monkie Kid - Angry,5
fig-008265,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Moustache",4
fig-008266,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Silver Sunglasses",4
fig-008267,"Man, Dark Blue Plaid Shirt, Dark Bluish Gray Legs, Red Hard Hat, Beard and Glasses",4
fig-008268,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Beard and Glasses",4
fig-008269,"Construction Worker, Blue Overalls over Medium Blue Shirt, Red Hard Hat, Silver Sunglasses",4
fig-008270,"Construction Worker, Woman, Safety Jacket over Hoodie with Belt, Dark Blue Legs, Red Hard Hat with Hair",4
fig-008271,"Construction Worker, Orange Safety Vest with Zipper over Reddish Brown Shirt, Dark Tan Legs, Red Hard Hat with Ear Defenders, Orange Safety Glasses",4
fig-008272,"Construction Worker, Woman, Safety Jacket over Hoodie with Belt, Orange Legs, Red Hard Hat with Hair",4
fig-008273,"Construction Worker, Orange Safety Vest with Zipper over Reddish Brown Shirt, Dark Blue Legs, Red Hard Hat with Ear Defenders, Orange Safety Glasses",4
fig-008274,"Construction Worker, Dark Red Flannel Shirt, Red Hard Hat, Goatee Beard and Safety Glasses",4
fig-008275,"Man, Blue Overalls over White V-Neck Shirt, Red Hard Hat, Stubble and Scar (3626c Head)",4
fig-008276,"Construction Worker, Dark Blue Shirt with Harness, Red Hard Hat with Ear Defenders, Sweat Drops",4
fig-008277,"Construction Worker, White Shirt with Tie and Suspenders, Red Hard Hat, Mutton Chops and Moustache",4
fig-008278,"Construction Worker, Safety Jacket over Hoodie with Belt, Orange Legs, Red Hard Hat with Ear Defenders, Stubble",4
fig-008279,"Construction Worker, Orange Overalls over Blue Sweater, Black Cap",4
fig-008280,"Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Dark Tan Legs, Red Hard Hat, Goatee Beard and Safety Glasses",4
fig-008281,"Construction Worker, Blue Jacket with Orange Stripes, Blue Legs, Red Hard Hat",4
fig-008282,"Miner, Open Orange Jacket with ID Badge, White Hard Hat",4
fig-008283,"Miner, Open Orange Jacket with ID Badge, White Hard Hat, Goatee Beard",4
fig-008284,"Miner, Woman, Dark Blue Jacket with Straps and ID Badge, White Hard Hat with Hair",4
fig-008285,"Miner, Woman, Open White Jacket with Shoulder Belt and ID Badge, White Hard Hat with Hair, Safety Glasses",4
fig-008286,"Miner, White Shirt with Straps and ID Badge, White Mining Hat, Mutton Chops and Moustache",5
fig-008287,"Miner, Orange Vest with Suspenders, Mining Hat, Goatee Beard and Dirty",5
fig-008288,"Miner, Orange Vest with Suspenders, Mining Hat, Sweat Drops",5
fig-008289,"Miner, Woman, Dark Blue Jacket with Straps and ID Badge, White Hard Hat with Hair, Smirk",4
fig-008290,Eddy Erker,4
fig-008291,"Construction Worker, Orange Safety Vest with Zipper over Reddish Brown Shirt, Blue Legs, Red Hard Hat, Glasses",4
fig-008292,"Construction Worker, Blue Jacket with Orange Stripes, Orange Legs, Red Hard Hat, Goatee Beard and Dirty",4
fig-008293,"Doctor, White Jacket with Red Cross, Red Legs, Red Hat",4
fig-008294,"Man, Red Jacket with Zipper and Pockets, Blue Legs, White Cap",4
fig-008295,"Man, Black Overalls, Blue Cap",4
fig-008296,"Man, Blue Shirt with Buttons and Pockets, White Legs, Blue Cap",4
fig-008297,"Man, Blue Jacket with Tie and Three Buttons, Light Gray Legs, Black Hair",4
fig-008298,"Woman, Blue and White Stripe Shirt, Blue Legs, Black Hair",4
fig-008299,"Man, Plain White, Helmet and Visor",5
fig-008300,Black Widow - Black Suit,4
fig-008301,Yelena Belova,4
fig-008302,Task Master,4
fig-008303,"White Torso with Anchor, Blue Legs, White Hat, Life Vest",5
fig-008304,"White/Blue Striped Torso, White Legs, Blue Cap, Life Vest",5
fig-008305,"Black Torso Shirt, Black Legs, Black Hat",4
fig-008306,"Policeman with Zipper Jacket, White Hat, Life Vest",5
fig-008307,"Light Grey Jacket, Red Legs, Blue Cap, Sunglasses",5
fig-008308,"Light Grey Jacket, Red Legs, White Helmet, Breathing Apparatus",7
fig-008309,"Admiral - Black Jacket, Black Legs, White Hat (3626a Head)",4
fig-008310,"White Torso with Anchor, Black Legs, White Hat",4
fig-008311,"Chef, Red Neckerchief, Light Bluish Gray Legs",4
fig-008312,Ballerina,5
fig-008313,"Barista, White Torso, Reddish Brown Apron, Sand Blue Legs",4
fig-008314,Dentist,4
fig-008315,"Medium Lavender Torso, Tan Leg, Black Hair",4
fig-008316,"Bright Light Blue Torso, Jacket, Olive Green Legs, Dark Orange Hair",4
fig-008317,"Red Torso Plaid, Dark Bluish Grey Legs, Reddish Brown Hair",4
fig-008318,"Light Bluish Grey Torso, Dark Tan Legs, Mustache, Barrett",5
fig-008319,"White Torso with Space Figure, Blue Legs, Black Hair",4
fig-008320,Bride,4
fig-008321,"Kid, Orange Torso, Red Legs, Dark Orange Hair",4
fig-008322,Groom,4
fig-008323,"Medium Blue Torso, Blue LEgs, Blue Cap, White Beard",5
fig-008324,"Dark Blue Torso, Suit, Dark Blue Legs, Light BLuish Grey Hair",4
fig-008325,"Red Torso, Dark Green Legs, Reddish Brown Hair",4
fig-008326,"Dark Bluish grey Torso, Jacket, Dark Purple Legs, Black Hair",4
fig-008327,"Kid, Bright Pink Torso, Medium Lavender Legs, Medium Dark Flesh Hair",4
fig-008328,"Tan Torso Sweater, Dark Green Legs, Dark Brown Hair",4
fig-008329,"Mechanic, Medium Blue Torso, Blue Overall, Blu Cap with Hair",4
fig-008330,"Mechanic, Medium Blue Torso, Blue Overall, Blue Hat",4
fig-008331,"White Torso Lab Coat, Sand Blue Legs, Light Bluish Grey Legs",4
fig-008332,"Dark Red Torso, Tan Legs, Tan Hair",4
fig-008333,"Kid, Dark Blue Torso, Dark Green Legs, Blue Cap, Lime Scarf",5
fig-008334,"Medium Lavender Torso, Medium Blue Legs, Black Hair",4
fig-008335,"Medium Dark Flesh Torso, Dark Blue Legs, Reddish Brown Hair",4
fig-008336,"Red Torso Plaid, Light Bluish Grey Legs, Hair",4
fig-008337,"Red Torso, Dark Orange Legs, Medium Dark Flesh Hair",4
fig-008338,"Lime Torso, Lime Legs, Bright Light Yellow Hair",4
fig-008339,"Boxer, Blue Shorts, Red Gloves",4
fig-008340,"Chef - White Torso, Reddish Brown Legs",4
fig-008341,"Dark Bluish grey Torso, Jacket, Dark Purple Legs, Dark Orange Hair",4
fig-008342,"Bright Light Blue Torso, Dark Blue Legs, Dark Brown Hair",4
fig-008343,"White Torso, Bright Light Blue Legs, Black Hair, Red Roller skates",6
fig-008344,"White Torso, Biue Legs, Dark Brown Hair",4
fig-008345,"Black Torso Jacket, White Legs, Dark Brown Hair",4
fig-008346,"Dark Blue Torso, Jacket, Dark Tan Legs, Tan Hair",4
fig-008347,"Chef - White Torso, White Legs, White Hat",4
fig-008348,"Medium Blue Torso, Tan Legs, Dark Orange Hair",4
fig-008349,"Light Bluish Grey Torso Jacket, Dark BLuish Grey Legs, Black Hair",4
fig-008350,"Black Torso Jacket, Light Bluish grey Legs, Dark Orange Hair",4
fig-008351,"Green Torso, Red Legs, Tan HAir",4
fig-008352,"Kid, Red Torso, Medium Lavender Legs, Dark Brown Hair",4
fig-008353,"Bright Pink Torso, Lime Legs, Dark Orange Hair",4
fig-008354,"Medium Blue Torso, Blue Overall, Reddish Brown Hair",4
fig-008355,"White Torso, Sand Green Legs, Reddish Brown Hair",4
fig-008356,"Kid, Tan Torso, Reddish Brown Legs, Red Cap, Bandana",5
fig-008357,"Groom, Black Torso, Sand Blue LEgs",4
fig-008358,"Blue Torso, White LEgs, Light Bluish Grey Hair",4
fig-008359,"Blue Torso, Dark Brown Legs, Black Hair",4
fig-008360,"Sand Blue Torso, Tan Legs, Dark Tan Hair",4
fig-008361,"Red Torso, Red Legs, Medium Dark Flesh Hair",4
fig-008362,"Police, Medium Blue Torso, Dark Blue Legs, Dark Brown Hair",4
fig-008363,"Dark Blue Torso, Dark Tan Legs, Dark Bluish Grey Cap",4
fig-008364,"Fire Fighter, Black Torso, Black Legs, Dark Brown Hair",4
fig-008365,"Fire Fighter, Black Torso, Black Legs, Tan Hair",4
fig-008366,"Fire Fighter, Black Torso, Black Legs, White Hat",4
fig-008367,"Sand Blue Torso, White Legs, Reddish Brown Hair",4
fig-008368,"Black Torso Jacket, Black Legs, Black Hat",4
fig-008369,"Kid, Dark Purple Torso, Dark Purple Legs, Dark Brown Hair",4
fig-008370,"Blue Torso, White Legs, Blue Hat",4
fig-008371,"Red Torso, Red Legs, Reddish Brown Hair",4
fig-008372,"Black Torso Jacket, Black Legs, Medium Dark Flesh Hair",4
fig-008373,"Black Torso Jacket, Dark Brown Legs, Tan Hat",4
fig-008374,"Black Torso Jacket, Yellow Legs, Black Hair",4
fig-008375,"Dark Bluish Grey Torso, White Legs, Dark Brown Hair",4
fig-008376,"Bride - Mannequin, Medium Blue Underdress",4
fig-008377,"Groom, Mannequin, Dark Tan Hair",4
fig-008378,"Red Torso, Green Overall, Red Hat",4
fig-008379,"Red Torso, Green Legs, Black Hair",4
fig-008380,"Kid, Blue Torso, Dark Blue Legs, Red Cap",4
fig-008381,"Black Torso Jacket, Light Bluish grey Legs, Light Bluish Grey Hair",4
fig-008382,"Medium Blue Torso, White Legs, Dark Tan",4
fig-008383,"White Torso, Red Legs, Reddish Brown Hair",4
fig-008384,"Red Torso, Dark Red Legs, Reddish Brown Hair",4
fig-008385,"Green Torso, Light Bluish Grey Legs, Dark Orange Hair",4
fig-008386,"White Torso, Blue Overall, White Cap",4
fig-008387,"Kid, White Torso, Dark Purple Legs, Dark Brown Hair",4
fig-008388,"Dark Blue Torso, Dark Bluish Grey Legs, Dark Tan Hair",4
fig-008389,"Medium Blue Torso, Dark Blue Legs, Reddish Brown Hair",4
fig-008390,"White Torso, Green Overall, Light BLuish Grey Hair",4
fig-008391,Dr. Fox,12
fig-008392,Puppycorn - Scared,14
fig-008393,Rick,4
fig-008394,Unikitty - Smile,14
fig-008395,Hawkodile,38
fig-008396,Master Frown,11
fig-008397,Puppycorn - Open Mouth Happy,14
fig-008398,"Uni Kitty - Open Mouth, Happy",14
fig-008399,Puppycorn - Half Open Mouth Happy,14
fig-008400,Dino Dude,21
fig-008401,Kick Flip,7
fig-008402,"Puppycorn - Closed Mouth, Smile",13
fig-008403,Brock,10
fig-008404,"Unikitty, Open Mouth Smile",14
fig-008405,Fee Bee,16
fig-008406,Square Bear,11
fig-008407,Skeleton - Reddish Brown Hat,7
fig-008408,Paleontologist,4
fig-008409,Mime,4
fig-008410,Kimono Girl,4
fig-008411,Egyptian Queen,4
fig-008412,Timmy - Green Wizard Hat,4
fig-008413,"White Torso, Freestyle, White Legs, Black Cap",4
fig-008414,"Man, Green Jacket, Red Legs, White Cap",4
fig-008415,Flamenco Dancer,4
fig-008416,Lady Liberty,4
fig-008417,"Kid, Dark Azure Torso, Light Bluish Grey Legs, White Cap",4
fig-008418,"Tan Torso Sweater, Dark Blue Legs, Captain Hat",4
fig-008419,"Light Bluish Grey Torso, Olive Green Overall. Dark Bluish Grey Cap",4
fig-008420,"Tan Torso, Sand Blue Legs, Reddish Brown Hair",4
fig-008421,Grandmother,4
fig-008422,Little Red Riding Hood,6
fig-008423,The Giant,4
fig-008424,The Wolf,3
fig-008425,"Dark Bluish Gray Torso, Dark Blue Legs, Bright Yellow Hair",4
fig-008426,"Medium Blue Torso, Dark Tan Legs, Dark Orange Hair",4
fig-008427,"White Torso Lab Coat, Light Bluish Grey Legs, Dark Brown Hair",4
fig-008428,"Kid, Dark Red Torso, Dark Tan Leg, Dark Orange Hair",4
fig-008429,"Tan Torso, Dark Brown Legs, Medium Dark Flesh Legs",4
fig-008430,"Kid, Dark Tan Torso, Dark Brown Legs, Dark Blue Hat",4
fig-008431,"Medium Dark Flesh Torso, Dark Bluish Grey Legs, Dark Brown Hair",4
fig-008432,"Bright Pink Torso, White Legs, Reddish Brown Hair",4
fig-008433,"Kid, Lime Torso, Dark Green Legs, Dark Brown Hair",4
fig-008434,"Kid, White Torso, Dark Azure Legs, Black Hair",4
fig-008435,"Police - Bright Light Blue Shirt, Dark Blue Legs",4
fig-008436,"Boy, White Torso, Black Legs, Dark Orange Hair",4
fig-008437,"Bright Light Blue Torso, Dark Azure Legs, Bright Light Yellow Hair",4
fig-008438,"LEGO Land employee, Red Torso, Dark Blue Legs, Dark Blue Cap",4
fig-008439,"Kid, Dark Azure Torso, Green Legs, Reddish Brown Hair",4
fig-008440,"Kid, White Torso, Blue Legs, Tan Hair",4
fig-008441,"Bright Pink Torso, Medium Azure Legs, Dark Brown Hair",4
fig-008442,"Medium Lavender Torso, Black Leg, Dark Orange Hair",4
fig-008443,"Kid, Bright Light Blue Torso, White Legs, Black Hair",4
fig-008444,"Kid, Bright Pink Torso, Medium Lavender Legs, Medium Dark Flesh Hair",4
fig-008445,"Lime Torso, Dark Green Legs, Black Hair",4
fig-008446,"Medium Dark Flesh Torso, Tan Legs, Dark Brown Hair",4
fig-008447,"LEGO Land employee, Red Torso, Dark Blue Legs, Dark Blue Cap, Reddish Brown Hair",4
fig-008448,"LEGO Land employee, Red Torso, Dark Blue Legs, Dark Blue Cap, Glasses",4
fig-008449,"Kid, White Torso, Dark Purple Legs, Yellow Hair",4
fig-008450,"Dark Purple Torso, Dark Purple Legs, Dark Brown Hair",4
fig-008451,"Dark Blue Torso, Dark Red Legs, Dark Tan Hair",4
fig-008452,"Light Bluish Grey Torso Jacket, Black Legs, Light BLuish Grey Hair",4
fig-008453,"Kid, White Torso, Dark Tan Legs, Red Cap",4
fig-008454,"Dark BLuish Grey Torso, Medium Blue Legs, Black Hair",4
fig-008455,"Red Torso, Black Legs, Black Hat",4
fig-008456,"Dark Blue Torso, Olive Green Legs, Dark Orange Hair",4
fig-008457,"White Torso, Dark Purple Legs, Dark Red Hair",4
fig-008458,"Medium BLue Torso, , Dark Brown Legs, Beret",4
fig-008459,"Kid, White Torso, Red Legs, Reddish Brown Hair",4
fig-008460,Indian Chief,4
fig-008461,"Indian, Black Hair",4
fig-008462,"Medium Lavender Torso, Sand Blue Legs, Dark Brown Hair",4
fig-008463,"Man, LEGO House 'Home of the Brick', White Legs, White Cap",4
fig-008464,"Black Torso, Tan Legs, Black Hair",4
fig-008465,"Kid, Bright Pink Torso, Dark Red Legs, Dark Orange Hair",4
fig-008466,"Dark Azure Torso, Dark Bluish Grey Legs, Dark Brown Hair",4
fig-008467,"Sand Blue Torso, Dark Blue Legs, Light Bluish Grey Hair",4
fig-008468,Batman - Electro Suit,5
fig-008469,"Volcano Explorer, Man, Olive Green Torso, Sand Green Legs, Tan Hat",4
fig-008470,"Kid, White Torso, Light Bluish Grey Legs, Blue Cap",4
fig-008471,"Astronaut, White Torso, White Legs, White Helmet",5
fig-008472,"Man, Black Vest over Blue Shirt, Black Legs, Red Hard Hat",4
fig-008473,"Construction Worker, Blue Shirt with Pockets and Buttons, Black Legs, Red Hard Hat, Yellow Vest",5
fig-008474,"Racer, Brown Jacker with Zipper, White Legs, White Helmet with Visor, Yellow Life Vest, Blue Sunglasses",6
fig-008475,"Racer, Blue Jacket with Octan Logo, Blue Legs, Blue Helmet with Stars and Visor, Yellow Life Vest",6
fig-008476,"Racer, Red Jacket with Octan Logo and 'RACING', Red Legs, Red Helmet with Star and Visor, Yellow Life Vest, Sunglasses",6
fig-008477,"Man, Black Torso with Yellow Arms, Red Legs, Red Cap, Yellow Life Vest, Sunglasses",5
fig-008478,"Woman, White Top with Yellow Necklace, Blue Legs, Red Hair",4
fig-008479,"Man, Black Jacket over Red Shirt, White Legs, Brown Hair",4
fig-008480,"Man, Blue Jacket with Tie and Three Buttons, Black Legs, Black Hat",4
fig-008481,"Woman, White Top with Large Red Stripe and 2 Blue Stripes, Red Legs, Black Hair",4
fig-008482,"Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, Black Helmet, Airtanks",5
fig-008483,"Man, White Top with Large Red Stripe and 2 Blue Stripes, Red Legs, Red Helmet",4
fig-008484,"Doctor, Woman, White Jacket with Red Cross and Stethoscope, Black Hair",4
fig-008485,"Woman, Red and White Striped Shirt, Red Legs, Brown Hair",4
fig-008486,"Postal Worker, Red Shirt with Horn Logo, Black Legs, Black Hair",4
fig-008487,"Man, Red Overalls, Black Hair (3626a Head)",4
fig-008488,"Man, White Shirt with Airplane, Blue Legs, Blue Cap",4
fig-008489,"Policeman, Black Suit with Badge, Black Hat",4
fig-008490,"Man, White Shirt with Airplane, Blue Legs, Black Hair",4
fig-008491,"Woman, White Top with Red Necklace, Blue Legs, Brown Hair",4
fig-008492,"Woman, Red and White Striped Shirt, Red Legs, Red Hair",4
fig-008493,"Woman, Red Riding Jacket, Light Gray Legs, Black Hair",4
fig-008494,"Pink Torso, Light Grey Legs, Black Hair",4
fig-008495,"White Torso, Blue Legs, Black Hair",4
fig-008496,"White Torso, Light Grey Legs, Back Hair",4
fig-008497,"Dark Pink Torso, Pink Legs, Black Hair",4
fig-008498,"Blue Torso, Light Grey Legs, Blue Cap",4
fig-008499,"White Torso, Red Legs, Brown Hair",4
fig-008500,"Blue Torso, Black Legs, Red Cap",4
fig-008501,"Red Torso, Green LEgs, Reddish Brown Hair",4
fig-008502,"Blue Torso, Orange Overall, Orange Cap",4
fig-008503,"Black Torso Suit, Black Legs, Reddish Brown Hair",4
fig-008504,"Astronaut - White Torso and Legs, Orange Trim",5
fig-008505,"Astronaut, Woman, Orange Torso and Legs, White Helmet, Trans-Light Blue Visor",6
fig-008506,"Technician - Dark Blue Torso, Dark Blue Legs, White Helmet",4
fig-008507,"Launch Director - Black Torso, Dark Bluish Grey Legs, Reddish Brown Hair",4
fig-008508,"Scientist - Dark BLuish Grey Torso, Light Bluish Grey Legs, Dark Orange Hair",4
fig-008509,"Scientist - White Torso, Labcoat, Light Bluish grey Legs, Medium Dark Flesh Hair",4
fig-008510,"Astronaut - Blue Torso and Legs, Tan Hair",4
fig-008511,"Astronaut - Orange Torso and Legs, White Helmet, Trans-Light Blue Visor, Female",6
fig-008512,"Astronaut - Blue Torso and Legs, Dark Bluish Grey Hair",4
fig-008513,"Astronaut - White Torso and Legs, Orange Trim, White Helmet, Side Lamp",8
fig-008514,"Astronaut, Woman, White Torso and Legs, Orange Trim",5
fig-008515,"Astronaut - Orange Torso and Legs, White Helmet, Trans-Light Blue Visor, Moustache",6
fig-008516,"Astronaut - Orange Torso and Legs, White Helmet, Trans-Light Blue Visor, Stubble",6
fig-008517,Droid Engineer,4
fig-008518,"Technician - Dark Blue Torso, Dark Blue Legs, White Helmet, Reddish Brown Hair",4
fig-008519,"Launch Director - Black Torso, Dark Bluish Grey Legs, Dark Bluish Grey Hair",4
fig-008520,"Scientist - White Torso, Labcoat, Light Bluish grey Legs, Red Cap",4
fig-008521,"Astronaut - White Torso and Legs, Lime decor, White Helmet Trans Orange Visor",6
fig-008522,"Scientist - White Torso, Labcoat, Light Bluish grey Legs, Red dish Brown Hair",4
fig-008523,"Astronaut - White Torso and Legs, Orange Trim, White Helmet, Side Lamp Red",11
fig-008524,"Astronaut - Blue Torso and Legs, Reddish Brown Hair",4
fig-008525,"Astronaut - Blue Torso and Legs, Black Hair",4
fig-008526,"Astronaut - Blue Torso and Legs, Dark Brown Hair",4
fig-008527,"Astronaut - Bright Light Blue Torso and Legs, White Helmet, Trans Orange Visor",6
fig-008528,"Astronaut - Orange Torso and Legs, White Helmet, Trans-Light Blue Visor, Reddish Brown Mustache",6
fig-008529,"Dark Azure Torso, Tan Legs, Medium dark Flesh Hair",4
fig-008530,"Physician - White Labcoat, Dark Blue Legs, Red Cap",4
fig-008531,"Sand Blue Torso, Sand Blue Legs, Black Hair",4
fig-008532,"Technician - Dark Blue Torso, Dark Blue Legs, White Helmet, Dark Brown Hair",4
fig-008533,"Technician - Dark Blue Torso, Dark Blue Legs, Welding Mask",4
fig-008534,"Res-Q Man, Black Cap, Yellow Life Vest, Moustache",5
fig-008535,"Res-Q Man, Black Cap, Yellow Life Vest, Sunglasses",5
fig-008536,"Res-Q Man, Black Cap, Headset",4
fig-008537,"Res-Q Man, Black Hair, Headset",4
fig-008538,"Res-Q Man, White Helmet with Visor, Headset",5
fig-008539,"Diver, Man, Black, Yellow, and Blue Wetsuit with Extreme Team Logo, Blue Helmet with Mask, Airtank",6
fig-008540,"Res-Q Man, Res-Q Man, Helmet with Mask, Airtanks, Headset",6
fig-008541,"Res-Q Woman, Pink Swimsuit, Yellow Life Vest",5
fig-008542,"Res-Q Man, Yellow Legs, White Helmet with Visor, Headset",5
fig-008544,"Racer, Extreme Team, Black Jacket, Black Legs, Green Helmet with Visor, Yellow Life Vest, Blue Sunglasses",6
fig-008545,"Racer, Extreme Team, Black Jacket, Red Helmet with Flames and Visor, Sunglasses",5
fig-008546,"Fireman, Light Gray Fire Suit with Gauge and Pocket, Dark Gray Helmet with Visor, Moustache",5
fig-008547,"Racer, Extreme Team, Black Jacket, Black Legs, Green Cap, Blue Sunglasses",4
fig-008548,"Racer, White Jacket with Octan Logo and 'RACE' and 'TEAM', Green Legs, White Cap, Moustache",4
fig-008549,"Man, White Shirt with TV Logo, Blue Cap, Sunglasses",4
fig-008550,"Diver, Man, Red Wetsuit, Black Helmet with Mask, Airtank, Flippers, Stubble",8
fig-008551,"Marine Explorer, Red Shirt with Divers Logo, Black Cap, Glasses and Headset",4
fig-008552,"Marine Explorer, Red Shirt with Divers Logo, Black Cap, Headset",4
fig-008553,"Marine Explorer, White Shirt with Fish, Blue Cap, Sunglasses",4
fig-008554,"Diver, Man, Blue Wetsuit, Black Helmet with Mask, Airtank, Flippers, Moustache",8
fig-008555,"Marine Explorer, Red Shirt with Divers Logo, Red Legs, Red Cap, Glasses and Headset",4
fig-008556,"Diver, Man, Red Wetsuit, Black Helmet with Mask, Airtank, Stubble",6
fig-008557,"Diver, Man, Red Wetsuit, Black Helmet with Mask, Airtank, Printed White Hair",6
fig-008558,"Marine Explorer, Red Shirt with Divers Logo, Black Cap, Yellow Life Vest, Headset",5
fig-008559,"Marine Explorer, Red Shirt with Divers Logo, White Cap, Headset",4
fig-008560,"Marine Explorer, Red Shirt with Divers Logo, White Cap, Glasses and Headset",4
fig-008561,"Diver, Man, Red Wetsuit, Black Helmet with Mask, Airtank, Stubble",6
fig-008562,"Marine Explorer, Red Wetsuit, White Cap, Printed White Hair",4
fig-008564,"Marine Explorer, Red Shirt with Divers Logo, Black Legs, Red Cap, Glasses and Headset",4
fig-008565,"Marine Explorer, Red Shirt with Divers Logo, Red Legs, Black Cap, Yellow Life Vest, Headset",5
fig-008566,"Marine Explorer, White Shirt with Fish, Brown Hair, Sunglasses",4
fig-008567,"Marine Explorer, White Shirt with Fish, Blue Cap, Yellow Life Vest, Sunglasses",5
fig-008568,"Marine Explorer, Blue Wetsuit, Red Cap, Headset",4
fig-008569,"Chef, Woman, Red Neckerchief, Red Legs",4
fig-008570,"Banker, Light Gray Vest with Badge and ID Badge, Black Legs, White Hat, Sunglasses",4
fig-008571,"Woman, White Shirt with Pockets, Green Legs, Brown Hair",4
fig-008572,"Racer, Green Jacket with Zipper and Octan Logo, Red Helmet with Visor, Yellow Life Vest",6
fig-008573,"Racer, Green Jacket with Zipper and Octan Logo, Red Helmet with Visor, Yellow Life Vest, Stubble",6
fig-008574,"Man, Blue Shirt with Buttons and Pockets, Black Legs, Red Cap",4
fig-008575,"Woman, White Top with Red Necklace, Blue Legs, Black Hair (3626b Head)",4
fig-008576,"Racer, Blue Jacket with Octan Logo, Blue Legs, Red Helmet with Stars and Visor",5
fig-008577,"Racer, White Jacket with Octan Logo and 'RACE' and 'TEAM', Red Cap, Moustache",4
fig-008578,"Racer, Red Jacket with Octan Logo and 'RACING', Red Legs, Black Helmet with Visor, Sunglasses",5
fig-008579,"Man, Plain Blue with White Arms, Blue Cap",4
fig-008580,"Racer, Red Jacket with Octan Logo and 'RACING', Red Legs, Red Helmet with Visor, Sunglasses",5
